"","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_D"
"Q54JR2",16,0,0,0,0,0,33,80,1,0,0,21,0,199,63,53,0,4,12,6,2,0,0,0,0,0,0,114,106,80,215,463,482,181,743,0
"Q54JW5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54K00",0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,8,1,0,4,0
"Q54K38",0,41,8,54,1,0,0,0,4,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,29,16,0,25,0
"Q54K57",0,0,0,0,0,0,0,1,2,13,4,8,12,5,3,3,0,0,0,0,0,0,0,0,0,0,0,12,1,7,0,16,21,1,41,0
"Q54K96",0,0,0,0,0,0,0,2,1,1,1,2,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,1,12,0,11,10,0,0,25,0
"Q54K99",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54KA7",182,561,472,1122,12,0,37,41,6,16,31,28,15,95,51,51,7,2001,1716,849,668,186,0,0,1,0,129,88,86,103,298,452,296,218,446,0
"Q54KD1",3,9,10,19,0,0,0,0,4,12,4,0,1,0,1,2,0,25,37,11,0,6,0,0,0,0,0,13,11,27,0,13,0,13,3,0
"Q54KF5",0,8,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54KF6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54KG3",16,26,15,42,3,0,0,0,0,0,0,0,1,4,0,1,3,65,116,45,8,24,0,0,0,0,0,22,13,8,1,0,0,0,3,0
"Q54KH3",151,121,112,254,3,0,0,0,0,0,0,0,0,18,0,0,0,654,503,187,273,49,0,0,0,0,11,2,4,6,0,1,0,0,0,0
"Q54KI4",30,57,51,144,6,0,1,1,5,14,7,21,17,1,1,1,17,467,488,211,73,85,0,0,0,0,17,8,10,32,6,11,15,17,17,0
"Q54KL5",0,0,0,0,0,0,0,1,1,0,6,3,1,7,3,5,0,0,0,0,0,0,0,0,0,0,0,6,10,35,0,10,0,1,1,0
"Q54KM6",0,4,6,11,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,1,0,0
"Q54KR1",0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Q54KR9",6,0,0,0,0,0,2,1,4,3,3,7,0,9,12,6,0,40,33,20,1,3,0,0,0,0,0,9,12,38,7,15,22,0,11,0
"Q54KS4",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54KZ0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54KZ8",275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54L00",0,0,0,0,0,0,0,0,0,1,0,3,1,71,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54L48",0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
"Q54L52",0,1,90,42,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0
"Q54LA1",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,11,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54LB8",0,0,0,0,0,0,3,5,2,19,3,5,12,11,1,4,8,0,0,0,0,0,0,0,0,0,0,0,1,9,64,136,77,83,178,0
"Q54LE6",0,0,2.357,2.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54LJ8",397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54LN4",58,44,42,74,0,0,0,0,8,10,17,13,9,153,51,80,5,224,249,114,48,41,0,0,0,0,12,191,240,176,24,42,29,14,65,0
"Q54LP7",10,22,7,12,2,0,0,0,4,14,7,5,14,0,1,0,0,87,79,30,13,13,0,0,0,0,9,18,30,24,0,0,0,0,0,0
"Q54LQ6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54LV1",0,0,0,0,0,0,1,0,13,62,40,36,75,9,2,1,0,0,0,0,0,0,0,0,0,0,0,210,270,208,5,20,14,16,17,0
"Q54LX0",16,22,7,19,0,0,0,0,0,0,1,4,0,61,17,23,0,208,179,107,62,49,0,0,0,0,0,8,9,6,0,0,0,0,0,0
"Q54LY5",11,28,34,60,1,0,5,1,0,0,0,5,0,0,0,0,0,210,290,79,47,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54M20",49,79,63,90,3,0,21,14,28,90,70,134,94,2,2,0,2,195,158,72,27,27,0,0,0,0,29,270,243,286,247,244,189,269,189,0
"Q54M22",1,30,20,40,2,0,0,0,0,1,1,1,3,12,17,5,0,24,54,37,0,1,0,0,0,0,16,12,16,20,0,0,0,0,0,0
"Q54M29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54M40",1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54M94",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54MB5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54MB8",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,34,23,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54MC0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54ME1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54MG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54MH0",44,30,21,114,0,0,0,0,0,1,0,22,1,4,2,1,0,179,155,59,28,17,0,0,0,0,0,42,46,28,0,0,5,9,1,0
"Q54MH9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54MI3",0,18,24,30,2,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,5,1,12,6,1,14,0
"Q54MJ7",78,230,95,226,7,0,1,1,2,9,1,6,2,29,10,14,3,579,573,184,204,82,0,0,0,0,40,15,20,34,7,9,14,1,13,0
"Q54MJ9",0,0,0,0,0,0,0,0.938,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,13,10,7,19,0
"Q54ML1",83,0,0,0,0,0,0,0,0,1,0,10,3,7,6,5,0,148,198,87,6,12,0,0,0,0,0,3,3,2,0,0,5,0,1,0
"Q54MV2",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54MZ3",245,124,108,143,2,1,1,1,1,1,0,0,0,7,13,1,0,706,512,185,182,59,0,0,0,0,15,34,60,27,5,5,0,0,1,0
"Q54MZ4",2,11,4,14,2,0,0,0,0,0,0,8,1,10,9,5,2,30,40,33,0,14,0,0,0,0,0,4,10,18,0,0,5,5,9,0
"Q54N38",0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0
"Q54N41",0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"Q54N44",0,15,4,18,0,0,0,0,0,1,0,1,0,0,0,0,0,9,28,11,0,3,0,0,0,0,3,1,0,6,0,0,0,4,0,0
"Q54N72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54N73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54N83",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54N97",0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Q54NA3",25,25,24,71,0,0,0,0,0,0,0,0,0,0,0,0,0,62,89,56,15,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"Q54NA6",32,55,38,132,0,0,0,0,0,0,0,0,0,0,0,0,2,85,187,64,6,19,0,0,0,0,27,0,0,0,0,0,0,0,0,0
"Q54NB6",0,14,22,29,0,0,3,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30,35,39,36,40,0
"Q54NC1",3,0,0,0,0,0,0,3,0,5,3,9,1,2,3,0,6,76,65,79,13,0,0,0,0,0,0,0,4,0,4,1,2,3,7,0
"Q54NC5",0,8,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"Q54ND3",2,21,17,4,0,0,0,0,4,1,0,0,1,1,0,0,0,29,35,0,10,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"Q54NE6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54NI7",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54NK8",10,33,16,21,4,0,0,0,0,0,1,0,0,2,0,0,4,112,90,25,17,14,0,0,0,0,13,0,0,0,0,1,0,0,0,0
"Q54NM8",6,26,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,26,42,9,2,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"Q54NM9",0,3,2,4,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Q54NN1",0,14,11,20,2,0,57,42,105,188,109,367,243,308,355,159,1,0,0,0,0,0,0,0,0,0,95,1575,1983,1345,1570,2683,2520,2895,1623,0
"Q54NQ0",261,351,96,411,7,0,5,47,10,52,39,41,54,83,11,83,1,669,566,230,240,82,0,0,0,0,48,141,162,128,332,507,493,535,374,0
"Q54NQ9",0,15,15,12,1,0,0,1,0,1,0,1,1,4,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,14,0,0,25,0
"Q54NS7",0,83,48,112,2,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,59,0,0,15,0,1,1,0,0,0
"Q54NS8",2188,181,65,286,7,0,139,179,189,501,416,559,598,187,118,100,80,6890,6289,2503,3354,639,0,0,0,0,79,994,1299,1068,1354,2210,2111,1794,1904,0
"Q54NS9",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54NU9",10,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,14,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Q54NW6",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54NZ5",9,227,181,584,6,0,9,28,14,125,47,96,199,129,50,41,9,276,224,93,55,16,10,22,22,17,26,246,308,282,274,378,428,309,430,0
"Q54NZ7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54P00",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54P04",8,39,12,16,0,0,0,0,0,1,0,0,0,0,1,0,0,45,72,30,0,8,0,0,0,0,7,0,0,0,0,0,5,0,0,0
"Q54P13",42,0,0,5,0,0,0,0,0,6,0,19,0,0,0,0,0,166,182,42,17,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Q54P70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54P92",770,115,170,462,3,0,4,9,16,134,34,102,133,21,11,4,29,2390,1709,783,1053,136,0,0,0,1,29,87,146,128,141,142,185,159,244,0
"Q54PA9",19,19,6,30,0,0,0,1,0,0,0,5,1,0,0,0,0,26,60,32,14,13,0,0,0,0,4,0,1,2,1,0,1,0,1,0
"Q54PB2",0,2,15,11,1,0,0,0,0,0,0,1,1,5,1,1,6,0,0,0,0,0,0,0,0,0,15,0,1,1,0,0,0,0,1,0
"Q54PB4",16,7,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,111,93,42,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54PC2",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54PF1",32,20,17,42,0,0,0,0,0,0,1,2,0,8,13,0,0,155,122,57,42,21,0,0,0,0,0,5,0,0,0,0,4,1,0,0
"Q54PF3",36,45,44,66,6,0,0,0,0,0,0,0,0,7,0,0,0,85,91,22,9,8,0,0,0,0,38,0,2,0,1,3,0,25,6,0
"Q54PG1",0,16,10,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54PI4",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54PK4",164,38,5,40,0,0,0,0,0,7,0,14,3,0,0,0,22,655,751,243,61,51,0,0,0,0,0,1,0,0,1,0,8,1,0,0
"Q54PK9",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54PP1",363,341,234,558,16,1,2,1,0,1,2,1,1,61,16,28,9,1873,1409,615,1194,107,0,0,0,0,35,6,8,15,18,20,22,27,17,0
"Q54PP7",0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Q54PR9",0,0,0,0,0,0,2,3,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16,0,0,13,0
"Q54PT2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54PT9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54PV7",0,6,5,16,0,0,1,0,6,21,13,22,27,3,3,1,0,0,0,0,0,0,0,0,0,0,11,1,10,30,24,63,11,0,103,0
"Q54PV8",0,3,5,6,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0
"Q54PW9",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54PX0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54PY7",81,83,55,110,0,0,0,4,0,0,1,0,6,23,11,0,0,138,119,52,22,12,0,0,0,0,10,84,143,69,4,2,3,2,4,0
"Q54Q05",14,49,49,72,3,0,0,0,0,0,1,1,0,28,20,23,0,103,67,54,26,17,0,0,0,0,51,1,1,0,0,0,0,1,1,0
"Q54Q31",591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54Q39",0,41,44,64,5,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,73,0,0,1,0,0,0,0,39,0
"Q54Q71",0,0,4.994,1.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54Q80",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54Q92",0,5,2,3,3,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,8,1,0,10,0,0,0
"Q54QA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QB1",3,126,91,272,5,0,38,98,186,446,208,385,542,99,50,62,1,602,561,247,137,86,0,0,0,0,106,869,901,939,1053,1636,1187,975,1188,0
"Q54QC8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QD9",0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,1,0
"Q54QE8",0,1,1,2,0,0,0,0,2,4,2,3,1,81,39,43,1,0,0,0,0,0,0,0,0,0,0,89,118,83,24,28,25,0,19,0
"Q54QG0",2,9,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,14,36,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QG6",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QG9",0,0,0,0,0,0,0,1,1,0,0,0,0,7,16,10,0,0,0,0,0,0,0,0,0,0,0,33,49,32,0,0,1,0,0,0
"Q54QK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7.404,0
"Q54QN2",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QP7",0,8,5,12,1,0,0,0,1,1,5,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,13,0,0,0,11,16,0
"Q54QQ0",143,59,46,165,2,0,1,3,2,2,2,6,2,528,273,252,9,2847,2185,1035,1022,143,0,0,0,0,12,11,30,13,61,51,22,12,122,0
"Q54QQ1",0,2,2,9,0,0,2,34,1,4,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,39,92,102,63,111,0
"Q54QR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QS0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QU5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QU8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QV3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54QX3",37,32,48,64,0,0,0,0,0,0,0,0,0,93,28,43,4,107,85,50,8,5,0,0,0,0,18,95,118,135,3,1,2,1,1,0
"Q54QY3",4,3,3,5,0,0,1,0,8,43,16,24,60,1,0,0,0,279,321,146,120,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Q54R42",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54R74",0,2,1,3,0,0,1,0,1,22,2,9,23,1,1,1,3,0,0,0,0,0,0,0,0,0,14,1,15,50,0,1,0,0,0,0
"Q54R82",139,18,52,90,4,0,13,0,9,34,2,2,5,6,2,25,6,608,583,256,186,49,0,0,0,0,6,33,34,48,0,21,46,40,61,0
"Q54RB9",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54RC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54RD6",2,0,0,0,0,0,0,4,0,1,2,3,0,2,3,0,0,6,21,12,0,0,0,0,0,0,0,3,8,0,0,20,4,0,6,0
"Q54RE8",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54RI9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54RJ1",115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54RJ4",9,32,24,79,1,0,16,36,0,3,0,9,6,8,4,6,0,37,58,15,15,9,0,0,0,0,4,1,0,11,148,236,185,79,212,0
"Q54RM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54RR5",0,26,18,49,1,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,12,0,1,18,0
"Q54RS7",27,15,23,30,2,0,0,0,0,0,3,0,0,0,2,0,0,87,95,21,33,32,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Q54RU1",0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0
"Q54RZ2",15,42,17,20,0,0,1,0,0,1,1,5,2,2,1,1,0,53,49,19,24,8,0,0,0,0,11,0,0,0,9,1,16,0,11,0
"Q54S03",337,70,60,164,7,0,1,1,0,1,1,4,1,1,1,0,4,623,629,217,325,92,0,0,0,0,9,0,0,0,7,20,1,11,19,0
"Q54S12",15,0,0,0,0,0,3,1,1,3,6,10,18,103,51,37,0,52,86,22,16,10,0,0,0,0,0,124,178,132,7,7,10,3,31,0
"Q54S38",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54S52",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
"Q54S79",0,4,4,17,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,0,0,13,0
"Q54S83",0,0,0,0,0,0,1,2,0,2,6,1,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,14,46,0
"Q54S90",342,113,51,141,1,1,105,85,279,688,471,446,605,1029,535,463,5,2789,2364,1305,2039,402,0,0,0,0,102,1274,1573,1133,2115,3084,2252,4124,1583,0
"Q54SD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54SF9",0,26,27,66,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54SJ5",95,10,12,37,0,0,0,0,0,0,8,11,0,0,0,0,0,125,170,115,24,25,0,0,0,0,0,9,7,6,0,3,1,1,1,0
"Q54SM3",0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0
"Q54SN4",1,2,2,4,1,0,0,0,8,10,13,20,15,11,5,4,0,130,154,48,0,19,0,0,0,0,17,0,0,0,0,21,0,0,1,0
"Q54SP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54SR7",0,9,3,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,1,0,0,0
"Q54SR8",21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,48,90,11,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54SS0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54ST2",17,42,21,68,2,0,3,3,0,4,0,5,1,2,0,0,0,171,160,77,13,30,0,0,0,0,1,6,10,13,0,4,0,0,1,0
"Q54T02",90,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,62,119,5,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54T05",4,4,3,6,0,0,37,36,43,167,104,191,254,78,36,46,2,62,93,64,37,22,0,0,0,0,9,441,408,438,450,708,490,367,608,0
"Q54T18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54T49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54T76",8,4,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,49,27,23,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q54T82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
