Entry,A,B,C,D,Total
Q5ENN5,1,1,1,1,4
Q5EXK1,0,0,1,1,2
Q5EXK5,0,0,1,0,1
Q5EY89,1,1,1,0,3
Q5F310,0,0,1,0,1
Q5F361,0,1,1,1,3
Q5F364,1,1,1,1,4
Q5F371,0,1,1,1,3
Q5F389,1,1,1,1,4
Q5F3A6,1,1,1,1,4
Q5F3D7,1,0,0,1,2
Q5F3G7,0,0,1,0,1
Q5F3I0,1,0,0,0,1
Q5F3L4,1,0,0,0,1
Q5F3T7,0,0,1,0,1
Q5F3T9,1,0,1,0,2
Q5F3U9,0,0,1,0,1
Q5F3X0,0,0,1,0,1
Q5F3X4,1,1,0,1,3
Q5F3Z5,0,1,0,1,2
Q5F3Z7,0,1,1,0,2
Q5F413,0,1,0,0,1
Q5F418,1,0,1,0,2
Q5F457,0,1,1,1,3
Q5F478,1,1,1,1,4
Q5F485,0,0,1,1,2
Q5F495,1,0,0,0,1
Q5F4C4,0,0,1,1,2
Q5F4K8,0,0,0,1,1
Q5F7G0,1,0,0,0,1
Q5F7K9,1,0,0,0,1
Q5FB93,0,0,1,0,1
Q5FGQ8,0,0,1,1,2
Q5FGZ9,1,0,0,0,1
Q5FJT2,1,0,0,0,1
Q5FNY6,0,1,0,0,1
Q5FPL0,1,0,0,0,1
Q5FPX9,1,1,1,1,4
Q5FQK0,1,0,0,0,1
Q5FTY3,1,1,1,0,3
Q5FV41,1,1,1,1,4
Q5FVJ8,0,1,0,0,1
Q5FVN8,0,0,1,0,1
Q5FVP8,0,0,0,1,1
Q5FVR4,0,0,0,1,1
Q5FW17,1,0,0,0,1
Q5FW42,0,0,1,0,1
Q5FWF4,1,1,1,1,4
Q5FWI3,0,1,1,1,3
Q5FWL4,1,0,1,1,3
Q5FWL7,1,1,1,0,3
Q5FWM8,0,1,1,1,3
Q5FWN8,1,1,1,1,4
Q5FWQ6,0,1,1,0,2
Q5FWT1,1,1,1,1,4
Q5FWU8,1,1,1,1,4
Q5FWY4,0,1,0,0,1
Q5FYB0,0,1,0,1,2
Q5FYB1,0,0,1,1,2
Q5G1S8,1,0,1,1,3
Q5G265,0,0,0,1,1
Q5G266,0,1,1,0,2
Q5G872,0,0,1,1,2
Q5GF25,0,1,1,0,2
Q5GI04,1,1,1,1,4
Q5GIG6,1,0,0,1,2
Q5GLZ8,1,1,1,1,4
Q5GTE5,1,0,0,0,1
Q5GWR8,0,1,0,0,1
Q5H6Q3,0,0,1,0,1
Q5H879,1,1,1,1,4
Q5H8A6,0,0,1,1,2
Q5H8C4,1,0,1,1,3
Q5HDB2,1,0,0,0,1
Q5HLD8,0,1,1,1,3
Q5HNW7,0,0,0,1,1
Q5HRH0,0,1,1,0,2
Q5HTK3,1,0,0,0,1
Q5HYA8,1,1,1,0,3
Q5HZD4,1,0,0,0,1
Q5HZE0,0,0,1,1,2
Q5HZH7,0,1,1,0,2
Q5HZQ9,0,0,1,0,1
Q5HZV9,1,0,1,0,2
Q5I012,0,0,0,1,1
Q5I085,0,0,0,1,1
Q5I0D7,1,0,1,0,2
Q5I0E6,0,1,0,0,1
Q5I0E9,0,0,0,1,1
Q5I0H9,1,0,0,0,1
Q5I0I8,1,0,0,0,1
Q5I0K7,0,0,1,0,1
Q5I396,0,1,0,0,1
Q5I7T1,1,0,0,0,1
Q5IFN2,1,1,1,1,4
Q5IH13,1,0,0,0,1
Q5IH14,0,1,1,1,3
Q5IRJ6,0,0,1,0,1
Q5IS41,1,0,0,0,1
Q5ISE2,1,0,0,0,1
Q5J316,0,0,1,0,1
Q5J4W4,0,0,1,0,1
Q5JDB6,1,0,0,0,1
Q5JEZ2,0,1,0,0,1
Q5JG47,1,1,1,1,4
Q5JGE1,1,1,0,1,3
Q5JGK6,0,1,0,0,1
Q5JGN1,0,0,1,1,2
Q5JGN3,0,1,0,0,1
Q5JH51,0,0,1,1,2
Q5JI16,1,0,1,0,2
Q5JJV0,0,0,1,0,1
Q5JJY4,0,0,1,0,1
Q5JK68,1,0,0,0,1
Q5JK84,1,1,1,0,3
Q5JKB0,1,0,0,0,1
Q5JKF2,1,1,1,0,3
Q5JL08,1,0,0,0,1
Q5JLB5,1,0,0,0,1
Q5JMR9,1,1,1,1,4
Q5JN42,0,1,1,1,3
Q5JNB5,1,0,0,0,1
Q5JNT6,0,1,0,0,1
Q5JPF3,1,0,0,1,2
Q5JTH9,0,1,0,0,1
Q5JTN6,1,0,1,0,2
Q5JTY5,0,1,0,0,1
Q5JUR7,0,1,0,0,1
Q5JVL4,1,1,1,0,3
Q5JXM2,0,1,1,0,2
Q5K2C4,0,1,0,0,1
Q5K2N1,1,0,1,1,3
Q5K5B6,0,1,0,0,1
Q5K8R6,0,1,0,0,1
Q5KR61,1,1,0,0,2
Q5KTC7,0,1,1,0,2
Q5KTJ6,0,0,1,0,1
Q5KU39,0,0,1,1,2
Q5KWE5,1,0,0,0,1
Q5KWK2,0,0,1,0,1
Q5KWZ8,0,1,0,0,1
Q5KY48,0,1,1,1,3
Q5KYR4,0,1,1,1,3
Q5L055,0,1,0,0,1
Q5L1R3,1,0,0,0,1
Q5L222,0,0,0,1,1
Q5L289,0,0,0,1,1
Q5L5A2,0,0,1,0,1
Q5L9Q0,1,0,1,0,2
Q5LEY1,1,0,0,0,1
Q5LRT0,1,1,1,1,4
Q5LRY0,0,1,0,0,1
Q5LS56,0,0,1,0,1
Q5LT18,0,0,0,1,1
Q5LWJ5,1,0,0,0,1
Q5M2B3,1,0,0,0,1
Q5M721,0,0,1,0,1
Q5M731,1,0,0,0,1
Q5M755,1,1,1,1,4
Q5M757,0,1,0,0,1
Q5M759,0,1,1,1,3
Q5M786,0,0,1,0,1
Q5M7G4,0,0,1,1,2
Q5M7J9,0,1,0,0,1
Q5M7K4,0,1,0,0,1
Q5M7N9,1,1,1,1,4
Q5M7T1,1,0,0,0,1
Q5M7T9,0,0,1,1,2
Q5M807,0,1,1,1,3
Q5M819,1,0,0,0,1
Q5M823,1,1,1,1,4
Q5M843,0,0,0,1,1
Q5M882,0,1,0,0,1
Q5M8E6,0,1,0,0,1
Q5M8G6,1,0,1,1,3
Q5M934,0,1,0,0,1
Q5M974,1,1,1,1,4
Q5M9G6,0,0,1,0,1
Q5M9H0,1,0,0,0,1
Q5MB13,1,0,0,0,1
Q5MK24,0,0,0,1,1
Q5MPA9,1,0,0,0,1
Q5N0A5,1,0,0,0,1
Q5N0D6,1,1,0,0,2
Q5N0T0,0,0,1,0,1
Q5N249,0,1,1,1,3
Q5N2Q7,1,0,0,0,1
Q5N3N7,1,0,0,0,1
Q5N4D1,0,1,0,0,1
Q5N4L0,0,1,0,1,2
Q5N643,1,0,0,0,1
Q5N664,1,0,0,0,1
Q5N725,1,1,0,0,2
Q5N749,1,1,1,1,4
Q5N7W4,0,0,1,0,1
Q5N800,1,1,1,1,4
Q5N863,1,1,1,1,4
Q5N870,1,1,1,1,4
Q5N8G1,1,1,1,1,4
Q5N941,1,1,1,1,4
Q5NAV3,0,0,1,1,2
Q5NAY4,1,1,1,1,4
Q5NBI2,0,0,1,0,1
Q5NBP9,0,1,0,1,2
Q5NC05,0,1,0,0,1
Q5NCP0,1,0,0,0,1
Q5NCQ5,0,0,1,0,1
Q5NDL3,0,0,1,1,2
Q5NN23,1,0,0,0,1
Q5NP22,0,0,0,1,1
Q5NQ66,0,0,1,0,1
Q5NR05,1,0,0,1,2
Q5NRM1,1,0,0,0,1
Q5NTH0,1,0,1,1,3
Q5NVB5,0,1,0,0,1
Q5NVC8,1,0,1,1,3
Q5NVD0,1,0,1,1,3
Q5NVE1,0,0,1,0,1
Q5NVE6,0,0,1,0,1
Q5NVJ6,0,0,1,0,1
Q5NVK7,0,0,1,1,2
Q5NVN7,0,1,1,1,3
Q5NVR2,1,0,0,0,1
Q5NYD9,0,1,0,0,1
Q5P1H7,1,0,0,0,1
Q5P2S7,0,1,0,0,1
Q5P3M1,0,0,0,1,1
Q5P6Y5,1,1,1,0,3
Q5PNZ1,0,1,0,1,2
Q5PP23,1,1,1,1,4
Q5PP32,1,1,0,1,3
Q5PP37,1,0,0,1,2
Q5PP70,1,1,1,1,4
Q5PPG7,0,1,1,1,3
Q5PPI9,0,0,1,1,2
Q5PPJ4,0,1,0,0,1
Q5PPR6,1,0,1,0,2
Q5PPV2,0,1,0,1,2
Q5PPV3,1,1,1,0,3
Q5PPV5,0,0,1,0,1
Q5PQ09,1,1,1,1,4
Q5PQ27,0,1,1,0,2
Q5PQ35,0,0,0,1,1
Q5PQ44,1,1,1,1,4
Q5PQ59,0,1,1,1,3
Q5PQA4,1,1,1,1,4
Q5PQA5,0,1,0,1,2
Q5PQL2,0,1,0,0,1
Q5PQL3,1,0,1,0,2
Q5PQM2,0,1,1,1,3
Q5PQN1,1,1,0,1,3
Q5PQX0,1,1,0,1,3
Q5PRC0,1,0,1,0,2
Q5PRD0,0,0,0,1,1
Q5PRD4,1,0,0,0,1
Q5QE79,1,0,0,1,2
Q5QE80,0,0,1,0,1
Q5QFG1,1,0,0,0,1
Q5QIT3,1,1,1,1,4
Q5QJC3,0,0,1,1,2
Q5QJE6,1,0,1,0,2
Q5QJU3,0,1,1,0,2
Q5QM84,1,1,1,1,4
Q5QMN3,1,1,1,1,4
Q5QN75,1,1,1,1,4
Q5QNI2,1,1,0,1,3
Q5QNM6,0,1,0,0,1
Q5QQ51,0,0,0,1,1
Q5QQ52,0,0,1,0,1
Q5QQ53,0,0,1,1,2
Q5QVQ8,0,0,1,0,1
Q5QVR4,0,0,1,0,1
Q5QVT9,0,1,0,0,1
Q5QYF8,0,0,0,1,1
Q5QYG2,1,1,0,0,2
Q5R1W5,0,0,1,1,2
Q5R1X0,1,0,0,0,1
Q5R2J2,1,1,1,1,4
Q5R328,1,0,0,0,1
Q5R372,0,1,0,0,1
Q5R3I4,0,0,1,0,1
Q5R439,1,0,0,0,1
Q5R448,0,0,1,0,1
Q5R456,1,1,1,0,3
Q5R476,0,1,0,0,1
Q5R478,1,1,1,1,4
Q5R495,0,1,1,0,2
Q5R4A6,1,1,1,1,4
Q5R4D2,0,1,0,0,1
Q5R4D6,0,1,0,0,1
Q5R4G6,1,0,0,0,1
Q5R4H0,0,1,0,0,1
Q5R4H3,1,1,1,1,4
Q5R4H6,0,0,1,0,1
Q5R4I2,1,0,0,0,1
Q5R4I4,0,1,0,1,2
Q5R4J1,1,0,0,0,1
Q5R4J9,1,0,0,0,1
Q5R4K3,0,0,1,1,2
Q5R4N7,1,1,0,0,2
Q5R4N9,0,0,0,1,1
Q5R4Q7,1,0,0,1,2
Q5R4R1,0,0,1,0,1
Q5R4R4,0,0,1,0,1
Q5R4T9,1,1,1,1,4
Q5R4U0,0,1,0,0,1
Q5R4U9,0,0,1,1,2
Q5R4Y2,0,0,1,1,2
Q5R4Z1,0,1,0,0,1
Q5R533,1,0,0,0,1
Q5R542,1,0,0,1,2
Q5R559,1,0,0,0,1
Q5R578,0,1,0,0,1
Q5R580,1,0,0,0,1
Q5R581,0,0,1,1,2
Q5R5A8,0,0,0,1,1
Q5R5D8,1,0,0,0,1
Q5R5E7,0,1,1,0,2
Q5R5F1,1,0,0,0,1
Q5R5F2,0,1,0,0,1
Q5R5H1,1,1,0,0,2
Q5R5J6,0,1,1,0,2
Q5R5J8,0,0,1,1,2
Q5R5L3,0,1,1,1,3
Q5R5L9,1,1,1,1,4
Q5R5N4,1,0,0,0,1
Q5R5N6,0,1,1,0,2
Q5R5R4,0,0,1,1,2
Q5R5S9,0,1,0,0,1
Q5R5T8,0,1,0,0,1
Q5R5U4,1,1,1,1,4
Q5R5X3,1,1,1,1,4
Q5R5Z6,1,0,0,0,1
Q5R601,1,1,0,0,2
Q5R614,1,1,1,1,4
Q5R628,1,1,0,1,3
Q5R630,1,1,0,0,2
Q5R632,1,1,1,0,3
Q5R663,1,0,0,0,1
Q5R668,1,0,0,0,1
Q5R686,0,1,1,1,3
Q5R6B8,0,0,1,0,1
Q5R6C0,0,0,1,0,1
Q5R6D1,1,0,1,1,3
Q5R6G2,0,1,0,1,2
Q5R6Q2,1,1,1,1,4
Q5R6Y0,0,0,0,1,1
Q5R706,0,1,0,0,1
Q5R746,0,0,1,0,1
Q5R792,1,0,0,0,1
Q5R7A7,1,0,0,0,1
Q5R7B0,0,0,1,1,2
Q5R7B8,0,1,1,1,3
Q5R7C1,0,0,1,0,1
Q5R7D1,0,0,1,0,1
Q5R7D8,0,1,0,1,2
Q5R7E3,1,0,0,0,1
Q5R7E4,1,0,0,0,1
Q5R7E5,1,1,0,1,3
Q5R7G9,0,1,0,1,2
Q5R7I1,0,1,1,1,3
Q5R7I7,0,0,1,0,1
Q5R7J9,0,0,1,0,1
Q5R7P3,0,0,0,1,1
Q5R7Q3,0,0,1,0,1
Q5R7Q4,0,1,0,0,1
Q5R7R6,1,1,1,1,4
Q5R7R9,0,0,1,0,1
Q5R7S4,0,1,0,0,1
Q5R7X2,1,0,1,1,3
Q5R814,1,0,1,1,3
Q5R819,0,0,1,1,2
Q5R824,0,1,0,0,1
Q5R831,0,0,1,1,2
Q5R833,1,1,1,1,4
Q5R834,0,0,1,0,1
Q5R844,0,0,0,1,1
Q5R874,0,1,1,0,2
Q5R8B2,1,0,0,0,1
Q5R8C0,0,1,0,0,1
Q5R8E2,0,0,0,1,1
Q5R8E3,1,1,0,0,2
Q5R8F7,0,0,1,0,1
Q5R8I2,0,0,1,0,1
Q5R8I6,0,1,1,1,3
Q5R8J8,1,1,0,1,3
Q5R8M1,0,1,1,0,2
Q5R8M3,0,1,1,0,2
Q5R8Q7,1,1,1,1,4
Q5R8R4,0,0,1,0,1
Q5R8W1,1,0,0,0,1
Q5R8W6,1,0,0,0,1
Q5R8X2,0,0,1,0,1
Q5R8X4,1,0,0,1,2
Q5R8X6,1,0,0,0,1
Q5R8Y8,0,0,1,0,1
Q5R941,1,1,0,0,2
Q5R946,0,1,0,0,1
Q5R947,0,0,0,1,1
Q5R978,0,1,1,1,3
Q5R979,0,1,0,0,1
Q5R991,0,0,1,1,2
Q5R9A7,0,1,1,0,2
Q5R9F5,0,1,0,0,1
Q5R9G3,1,0,0,0,1
Q5R9I5,0,0,1,1,2
Q5R9L8,1,0,1,0,2
Q5R9P3,0,1,0,0,1
Q5R9R1,1,0,1,1,3
Q5R9T9,1,0,0,0,1
Q5R9W5,1,1,1,0,3
Q5R9Z6,0,1,0,0,1
Q5RA02,0,1,0,0,1
Q5RA07,0,0,1,0,1
Q5RA17,0,0,1,0,1
Q5RA29,0,0,1,0,1
Q5RA42,1,0,0,0,1
Q5RA75,1,0,1,0,2
Q5RA77,1,0,1,0,2
Q5RAF3,0,0,1,0,1
Q5RAG2,0,0,1,1,2
Q5RAG8,0,0,1,0,1
Q5RAJ5,1,0,0,0,1
Q5RAJ6,1,0,1,1,3
Q5RAK6,0,0,0,1,1
Q5RAK7,0,0,1,0,1
Q5RAP0,0,1,1,0,2
Q5RAP9,0,1,1,1,3
Q5RAR6,0,1,1,0,2
Q5RAS1,0,0,0,1,1
Q5RAS7,1,0,0,0,1
Q5RAU0,1,0,1,0,2
Q5RAU5,0,1,1,1,3
Q5RB02,0,1,0,0,1
Q5RB35,0,0,1,0,1
Q5RB37,1,0,0,0,1
Q5RB75,1,1,1,1,4
Q5RB77,0,0,1,1,2
Q5RB83,0,0,1,1,2
Q5RBA5,0,0,0,1,1
Q5RBB1,0,1,1,0,2
Q5RBD5,0,0,1,1,2
Q5RBD9,0,0,1,0,1
Q5RBE8,1,0,0,0,1
Q5RBF1,0,1,1,1,3
Q5RBF3,0,0,1,0,1
Q5RBL0,1,1,0,0,2
Q5RBL1,1,0,0,0,1
Q5RBN1,1,0,1,0,2
Q5RBP4,0,1,1,1,3
Q5RBR3,0,0,1,0,1
Q5RBR7,1,0,0,0,1
Q5RBS9,0,1,1,0,2
Q5RBU7,1,1,1,1,4
Q5RBX7,1,1,0,0,2
Q5RC30,0,1,0,0,1
Q5RC46,1,0,0,0,1
Q5RC69,1,0,1,1,3
Q5RC70,1,0,0,0,1
Q5RC74,1,1,1,1,4
Q5RC80,1,1,1,1,4
Q5RCB8,0,1,0,0,1
Q5RCB9,0,0,1,0,1
Q5RCC4,0,1,1,0,2
Q5RCD3,1,0,0,0,1
Q5RCE2,0,0,1,0,1
Q5RCG9,1,0,0,0,1
Q5RCH1,0,1,0,0,1
Q5RCH4,0,1,0,0,1
Q5RCJ4,1,0,1,0,2
Q5RCK5,0,0,0,1,1
Q5RCL7,0,0,0,1,1
Q5RCM7,1,0,0,0,1
Q5RCP7,0,0,1,1,2
Q5RCS8,0,1,1,1,3
Q5RCV3,0,0,0,1,1
Q5RCV8,1,1,1,1,4
Q5RCW6,0,0,0,1,1
Q5RCZ7,1,1,1,0,3
Q5RD00,0,0,1,1,2
Q5RD06,0,0,1,1,2
Q5RD16,1,0,0,1,2
Q5RD26,1,0,1,0,2
Q5RD27,0,0,1,0,1
Q5RD71,0,1,0,0,1
Q5RD73,1,0,0,0,1
Q5RD78,1,0,0,0,1
Q5RDA4,0,0,1,1,2
Q5RDD3,0,0,1,0,1
Q5RDG4,0,0,1,0,1
Q5RDJ7,0,1,1,1,3
Q5RDL2,0,0,1,0,1
Q5RDP9,0,0,1,0,1
Q5RDQ3,0,1,1,1,3
Q5RDQ7,0,0,1,0,1
Q5RDU4,1,1,1,1,4
Q5RDW0,0,0,1,1,2
Q5RDW9,1,0,0,0,1
Q5RDY4,0,0,1,0,1
Q5RE03,0,0,1,0,1
Q5RE14,1,0,0,0,1
Q5RE15,0,1,1,1,3
Q5RE34,0,0,0,1,1
Q5REB1,1,1,0,1,3
Q5REB8,1,0,0,0,1
Q5REB9,1,1,1,0,3
Q5REE8,1,0,0,0,1
Q5REF6,0,1,1,0,2
Q5REG4,1,1,1,1,4
Q5REH2,0,1,1,0,2
Q5REW9,1,0,1,0,2
Q5RF14,0,1,1,1,3
Q5RF15,1,1,1,1,4
Q5RF28,0,1,0,0,1
Q5RF51,1,0,0,0,1
Q5RF72,1,0,1,0,2
Q5RF77,1,1,0,0,2
Q5RF87,0,0,1,0,1
Q5RF88,1,1,0,1,3
Q5RFB3,0,1,0,0,1
Q5RFD2,1,1,1,1,4
Q5RFE6,1,0,0,0,1
Q5RFH5,0,0,0,1,1
Q5RFI2,1,0,0,1,2
Q5RFI8,0,0,1,0,1
Q5RFK0,0,0,1,0,1
Q5RFM7,1,0,0,0,1
Q5RFQ0,1,1,1,1,4
Q5RFQ9,0,0,1,0,1
Q5RFR8,0,0,0,1,1
Q5RFS7,0,0,0,1,1
Q5RFT1,1,1,1,1,4
Q5RFU0,0,1,0,1,2
Q5RFU5,1,0,0,0,1
Q5RFW0,0,0,0,1,1
Q5RG82,0,0,1,1,2
Q5RGB8,0,1,0,0,1
Q5RGL7,0,0,0,1,1
Q5RGT6,1,1,0,0,2
Q5RGV1,1,1,1,1,4
Q5RH95,0,1,0,0,1
Q5RHH4,1,0,1,0,2
Q5RHY1,0,1,0,0,1
Q5RIA9,1,1,1,1,4
Q5RIV4,1,0,0,0,1
Q5RJC5,0,0,0,1,1
Q5RJH2,1,1,1,1,4
Q5RJI2,1,0,0,0,1
Q5RJL2,0,1,0,0,1
Q5RJQ4,0,0,1,1,2
Q5RJU0,1,0,0,0,1
Q5RJY4,1,0,0,0,1
Q5RJZ1,0,1,1,1,3
Q5RK23,0,0,0,1,1
Q5RKG2,0,1,0,0,1
Q5RKH1,1,1,1,0,3
Q5RKH7,0,1,1,0,2
Q5RKI3,1,0,1,0,2
Q5RKI8,0,0,1,1,2
Q5RKL7,0,1,0,0,1
Q5RKQ0,1,1,1,1,4
Q5RKZ7,1,1,1,0,3
Q5S003,1,1,1,0,3
Q5S006,0,0,1,0,1
Q5S7T7,1,0,0,0,1
Q5SBL6,0,0,1,0,1
Q5SF07,0,1,0,0,1
Q5SGD2,1,0,1,1,3
Q5SIH7,1,0,0,0,1
Q5SIW3,1,0,0,0,1
Q5SKN9,1,0,0,1,2
Q5SKR5,1,1,1,1,4
Q5SLW9,0,0,1,1,2
Q5SM16,1,0,1,1,3
Q5SM28,1,0,0,0,1
Q5SMG8,0,1,1,1,3
Q5SMK6,1,0,1,0,2
Q5SNL7,1,0,0,0,1
Q5SNX7,1,1,1,1,4
Q5SP90,1,0,1,1,3
Q5SPB1,1,0,0,0,1
Q5SPC5,1,1,1,1,4
Q5SPF7,1,0,0,0,1
Q5SPW0,0,0,1,0,1
Q5SQM0,1,0,0,1,2
Q5SRE7,1,0,1,0,2
Q5SRI9,0,1,0,0,1
Q5SS80,0,1,1,1,3
Q5SSE9,0,0,1,1,2
Q5SSN7,1,0,0,1,2
Q5SSZ5,1,0,0,0,1
Q5SSZ7,0,1,0,0,1
Q5SUC9,0,1,0,0,1
Q5SUF2,1,0,1,1,3
Q5SUV2,0,0,1,0,1
Q5SWD9,1,0,0,0,1
Q5SWY8,0,1,0,0,1
Q5SXJ3,1,1,1,0,3
Q5SXM8,1,1,1,1,4
Q5SZQ8,0,0,1,1,2
Q5T013,1,0,0,0,1
Q5T089,1,1,1,1,4
Q5T124,1,0,1,1,3
Q5T440,1,1,0,0,2
Q5T4B2,1,0,1,1,3
Q5T4D3,1,1,1,0,3
Q5T655,0,1,0,0,1
Q5T7B8,1,0,1,0,2
Q5T7N3,0,0,1,1,2
Q5T9A4,0,0,1,1,2
Q5TB80,0,0,1,1,2
Q5TBK1,0,0,1,0,1
Q5TC63,0,1,0,0,1
Q5TCS8,0,1,1,1,3
Q5TCX8,0,0,1,0,1
Q5TEA3,0,1,0,0,1
Q5TEA6,0,1,0,0,1
Q5TEC6,0,0,0,1,1
Q5TFG8,0,1,0,0,1
Q5TGY1,0,1,1,1,3
Q5TKG3,0,0,0,1,1
Q5TM59,1,0,0,0,1
Q5TYM7,1,1,1,1,4
Q5TYS0,1,0,0,0,1
Q5TYW6,1,1,1,1,4
Q5TZ24,1,0,0,0,1
Q5TZ51,1,1,1,1,4
Q5U1Y1,0,1,0,1,2
Q5U1Y4,1,0,0,0,1
Q5U206,1,0,1,0,2
Q5U239,0,1,0,0,1
Q5U243,1,1,0,1,3
Q5U2M6,0,0,1,1,2
Q5U2N4,0,0,0,1,1
Q5U2P1,0,1,1,1,3
Q5U2P3,0,1,0,0,1
Q5U2Q7,0,0,0,1,1
Q5U2S5,1,0,0,0,1
Q5U2U7,1,0,0,0,1
Q5U2W5,0,1,1,0,2
Q5U2W9,1,0,1,0,2
Q5U2X2,1,1,1,1,4
Q5U305,0,1,1,0,2
Q5U309,1,0,0,0,1
Q5U312,1,1,0,0,2
Q5U315,0,1,1,1,3
Q5U316,1,0,0,0,1
Q5U374,1,1,1,1,4
Q5U3F2,0,0,1,0,1
Q5U3G6,0,1,0,0,1
Q5U3H3,1,1,0,0,2
Q5U3J8,0,0,1,0,1
Q5U3N0,1,0,0,0,1
Q5U3N5,1,0,1,0,2
Q5U3S7,0,0,1,1,2
Q5U3T0,1,0,0,0,1
Q5U3W0,0,1,1,1,3
Q5U3Y5,0,1,1,1,3
Q5U3Z0,1,0,0,0,1
Q5U430,1,1,1,1,4
Q5U458,1,1,0,1,3
Q5U4C9,0,1,0,0,1
Q5U4F6,1,1,1,1,4
Q5U4X5,1,1,0,0,2
Q5U504,0,0,1,0,1
Q5U508,1,0,0,0,1
Q5U575,1,0,0,0,1
Q5U593,1,0,0,0,1
Q5U5V2,0,0,1,0,1
Q5U5Z8,0,1,1,1,3
Q5U680,0,1,1,0,2
Q5U8Z7,1,0,0,0,1
Q5UAP0,0,1,0,0,1
Q5UAP4,0,1,0,0,1
Q5UL10,0,0,0,1,1
Q5UNS8,1,1,1,1,4
Q5UNT8,1,1,1,1,4
Q5UNV6,1,0,1,1,3
Q5UNW1,1,1,1,1,4
Q5UNY4,1,0,1,1,3
Q5UP24,1,1,1,1,4
Q5UP38,0,0,0,1,1
Q5UP50,1,0,1,1,3
Q5UP54,0,1,1,0,2
Q5UP57,1,1,1,1,4
Q5UPD4,1,1,1,1,4
Q5UPE2,1,0,0,0,1
Q5UPG5,1,1,1,1,4
Q5UPH8,0,0,0,1,1
Q5UPJ4,1,1,1,1,4
Q5UPM6,1,1,0,1,3
Q5UPN0,0,0,0,1,1
Q5UPP8,1,1,1,1,4
Q5UPT4,1,1,1,1,4
Q5UPT6,0,1,0,1,2
Q5UPX0,1,1,0,0,2
Q5UPZ7,0,0,0,1,1
Q5UQ40,1,1,1,0,3
Q5UQ49,0,0,1,0,1
Q5UQ52,0,0,1,0,1
Q5UQ59,1,0,0,0,1
Q5UQ60,1,0,0,1,2
Q5UQ63,0,1,0,1,2
Q5UQ88,1,0,1,0,2
Q5UQ97,0,1,0,0,1
Q5UQA2,1,0,0,0,1
Q5UQE1,0,0,1,0,1
Q5UQE9,1,1,1,1,4
Q5UQG7,1,0,1,1,3
Q5UQK0,0,0,1,1,2
Q5UQK2,1,0,0,0,1
Q5UQK4,0,1,1,1,3
Q5UQL2,0,1,0,1,2
Q5UQL9,1,1,1,0,3
Q5UQP2,0,1,1,0,2
Q5UQQ7,0,0,0,1,1
Q5UQV6,1,1,1,1,4
Q5UQW3,0,1,0,0,1
Q5UQW4,1,1,1,1,4
Q5UR03,1,1,1,1,4
Q5UR04,0,1,0,0,1
Q5UR45,1,1,1,1,4
Q5UR59,1,1,1,1,4
Q5UR67,1,0,0,0,1
Q5UR85,0,0,1,1,2
Q5URB9,0,1,0,0,1
Q5UX22,0,0,1,0,1
Q5UXH9,0,1,0,0,1
Q5V0S5,1,0,1,1,3
Q5V213,1,0,0,0,1
Q5V2Y4,0,1,0,0,1
Q5V600,0,0,0,1,1
Q5VNN5,1,1,1,1,4
Q5VNU3,0,0,1,0,1
Q5VP69,0,0,1,1,2
Q5VQ78,0,0,1,0,1
Q5VQL1,1,1,1,1,4
Q5VQL3,1,1,1,0,3
Q5VQQ5,1,1,1,1,4
Q5VRB2,1,1,1,1,4
Q5VRH9,1,1,1,1,4
Q5VRY0,0,0,1,1,2
Q5VS72,1,0,0,0,1
Q5VST6,1,0,0,0,1
Q5VTH9,0,0,1,0,1
Q5VUE5,0,1,1,1,3
Q5VWZ2,1,1,0,1,3
Q5VXD3,0,1,0,0,1
Q5VYK3,0,0,1,0,1
Q5VYS8,1,1,1,1,4
Q5VYX0,0,1,1,1,3
Q5VYY1,0,0,1,1,2
Q5W266,1,0,0,0,1
Q5W727,1,0,0,0,1
Q5W915,0,0,0,1,1
Q5WA76,0,1,1,1,3
Q5WAR0,0,1,0,0,1
Q5WAX6,0,0,1,0,1
Q5WHD3,0,1,1,0,2
Q5WI27,0,0,0,1,1
Q5WKG4,1,1,0,0,2
Q5WY16,0,1,0,0,1
Q5X521,0,0,0,1,1
Q5X627,1,0,0,0,1
Q5XAQ1,0,0,1,0,1
Q5XC09,1,0,0,0,1
Q5XDZ5,1,1,1,1,4
Q5XEP2,1,1,1,1,4
Q5XEP9,1,0,0,0,1
Q5XET5,0,1,0,0,1
Q5XEZ5,1,1,1,1,4
Q5XF04,0,0,0,1,1
Q5XF07,1,0,1,1,3
Q5XF09,0,0,1,0,1
Q5XF24,0,0,0,1,1
Q5XF85,0,1,0,0,1
Q5XF89,0,0,1,0,1
Q5XF90,1,0,0,0,1
Q5XG71,1,0,0,0,1
Q5XG87,1,1,1,1,4
Q5XG92,0,1,1,0,2
Q5XGE0,1,1,1,1,4
Q5XGE2,1,1,0,0,2
Q5XGI0,1,1,1,1,4
Q5XGI5,1,1,1,1,4
Q5XGK0,1,0,0,0,1
Q5XGM5,0,0,1,0,1
Q5XGR8,0,0,1,1,2
Q5XGS8,0,1,0,0,1
Q5XGU5,0,1,1,1,3
Q5XGY1,0,1,1,1,3
Q5XH09,0,1,0,0,1
